Journey_ID,Customer_ID,Product_ID,Visit_Date,Visit_Time,Stage,Action,Duration_Seconds
J722563,C100978,P1008,29-05-2022,21:52:14,Homepage,view,290
J767119,C100517,P1017,14-01-2024,09:50:43,Product Page,view,254
J459022,C100447,P1022,23-08-2024,04:47:02,Homepage,view,282
J948825,C100687,P1007,31-03-2023,10:47:22,Checkout,purchase,181
J115783,C100532,P1024,06-02-2024,02:22:41,Product Page,view,62
J629901,C102689,P1022,15-02-2022,15:38:49,Checkout,drop off,205
J408356,C101793,P1015,07-01-2022,20:45:14,Homepage,view,68
J261757,C101492,P1011,29-06-2025,08:08:32,Homepage,view,35
J264029,C100812,P1008,14-04-2022,18:58:22,Product Page,view,126
J993771,C100358,P1015,06-08-2022,00:46:58,Homepage,view,304
J480212,C100465,P1022,19-09-2022,06:11:50,Homepage,view,102
J248543,C100569,P1012,24-06-2022,18:20:17,Checkout,drop off,148
J668382,C101623,P1011,21-09-2024,05:19:21,Checkout,drop off,273
J967295,C100072,P1020,29-01-2025,18:00:00,Homepage,view,199
J836406,C102332,P1010,15-02-2024,13:31:25,Checkout,purchase,126
J282842,C102616,P1017,29-06-2022,08:39:36,Product Page,view,240
J706623,C100891,P1001,26-08-2022,23:07:32,Checkout,drop off,209
J332085,C101450,P1021,07-01-2023,06:11:11,Checkout,drop off,197
J850638,C102794,P1024,15-06-2024,07:01:28,Product Page,view,233
J228515,C100585,P1011,12-11-2022,04:23:53,Product Page,view,184
J887082,C100031,P1024,10-09-2022,14:53:22,Product Page,view,78
J997403,C102241,P1014,21-04-2024,13:50:16,Homepage,view,354
J547154,C100402,P1006,24-04-2024,11:42:37,Product Page,view,343
J672809,C102972,P1002,19-04-2022,11:24:50,Checkout,drop off,150
J755296,C102149,P1012,25-11-2025,17:29:37,Checkout,purchase,137
J687228,C102694,P1015,05-12-2023,02:32:19,Homepage,view,216
J373679,C102470,P1005,13-06-2025,02:14:55,Product Page,view,181
J835234,C100004,P1007,12-07-2025,11:25:13,Homepage,view,116
J267397,C101889,P1024,05-08-2023,03:26:47,Checkout,drop off,278
J605064,C101425,P1021,29-03-2025,18:40:47,Checkout,drop off,74
J639804,C101235,P1024,15-05-2022,13:16:17,Product Page,view,351
J460409,C100370,P1005,21-03-2024,14:33:48,Product Page,view,369
J580546,C100540,P1004,09-08-2025,16:59:56,Homepage,view,373
J108695,C100837,P1006,09-10-2024,09:27:12,Homepage,view,387
J914723,C100123,P1012,14-01-2022,22:30:13,Product Page,view,235
J862125,C101482,P1023,09-01-2022,11:35:51,Product Page,view,383
J657843,C102885,P1016,15-12-2023,15:15:46,Checkout,drop off,65
J534689,C100777,P1004,13-03-2023,18:57:23,Checkout,purchase,49
J887275,C102760,P1014,03-08-2024,16:21:16,Homepage,view,373
J452782,C101935,P1006,22-11-2023,16:36:34,Homepage,view,393
J377068,C101910,P1016,12-03-2025,04:37:14,Homepage,view,331
J801562,C101933,P1007,25-01-2022,17:05:46,Product Page,view,266
J944645,C100808,P1002,27-03-2025,05:59:55,Product Page,view,330
J683570,C100416,P1008,02-04-2025,07:40:02,Checkout,drop off,374
J579936,C102306,P1024,12-10-2025,17:21:26,Checkout,drop off,82
J435363,C102182,P1013,22-07-2025,20:42:47,Product Page,view,125
J234766,C102634,P1003,31-12-2025,15:38:57,Homepage,view,196
J100746,C102290,P1007,04-12-2023,11:45:01,Homepage,view,83
J775023,C100216,P1022,10-09-2025,22:32:27,Homepage,view,257
J447669,C100660,P1001,19-01-2023,15:55:47,Checkout,drop off,370
J593857,C101430,P1024,31-07-2023,15:31:20,Product Page,view,331
J765422,C102725,P1016,20-01-2022,11:09:35,Checkout,drop off,308
J720482,C101495,P1019,24-08-2023,13:53:31,Checkout,drop off,62
J269194,C102171,P1022,19-12-2023,04:33:53,Product Page,view,338
J244666,C102899,P1017,24-01-2024,09:27:19,Checkout,drop off,252
J498889,C101107,P1002,14-04-2025,01:24:41,Checkout,drop off,238
J825907,C102742,P1022,11-02-2023,19:36:35,Product Page,view,143
J469712,C101123,P1022,03-10-2023,19:23:19,Homepage,view,134
J698252,C101975,P1015,22-11-2024,00:16:22,Checkout,drop off,303
J389541,C101638,P1011,01-04-2025,20:38:01,Product Page,view,275
J144673,C100609,P1007,31-10-2024,06:58:42,Checkout,drop off,371
J166429,C101320,P1002,13-05-2025,21:40:39,Checkout,drop off,294
J302485,C102582,P1005,08-08-2024,01:51:45,Homepage,view,263
J200813,C101159,P1006,04-10-2025,21:06:16,Checkout,drop off,344
J114461,C100795,P1019,19-02-2025,22:49:04,Product Page,view,373
J530270,C100090,P1017,20-04-2024,20:06:48,Product Page,view,369
J206427,C101740,P1014,10-09-2025,19:38:38,Product Page,view,229
J110123,C100793,P1003,17-10-2022,07:15:37,Homepage,view,251
J980996,C101191,P1016,02-02-2025,19:53:24,Checkout,drop off,155
J525834,C102144,P1001,27-05-2024,14:23:07,Product Page,view,56
J482075,C102335,P1025,26-04-2024,16:51:59,Homepage,view,190
J482393,C101920,P1001,07-01-2023,17:00:33,Product Page,view,36
J403515,C100617,P1020,07-04-2022,14:48:46,Checkout,drop off,274
J623438,C101735,P1025,15-06-2023,23:25:14,Product Page,view,264
J387910,C101580,P1018,31-01-2025,02:42:35,Product Page,view,391
J336949,C102952,P1016,08-03-2022,13:23:39,Homepage,view,212
J219500,C101689,P1021,17-03-2023,09:00:34,Homepage,view,100
J533902,C101331,P1012,05-10-2023,07:09:24,Product Page,view,321
J612643,C102591,P1004,25-12-2025,08:34:24,Checkout,purchase,254
J328103,C100210,P1001,05-06-2023,17:17:13,Homepage,view,205
J834852,C102183,P1004,04-12-2022,02:57:05,Checkout,drop off,36
J769464,C100264,P1006,09-05-2024,02:56:28,Product Page,view,320
J942384,C100233,P1003,24-01-2024,14:20:34,Checkout,drop off,259
J949432,C100900,P1009,18-05-2025,12:58:41,Product Page,view,115
J798747,C101952,P1006,31-12-2023,08:35:14,Product Page,view,65
J265149,C100928,P1002,24-02-2025,16:41:41,Checkout,purchase,304
J473815,C100433,P1017,09-06-2022,05:52:50,Checkout,drop off,122
J447300,C102660,P1021,20-01-2025,15:10:04,Checkout,drop off,139
J353425,C101522,P1003,04-06-2025,11:23:04,Product Page,view,233
J216924,C100276,P1024,30-11-2024,14:25:08,Homepage,view,95
J651381,C100530,P1023,13-11-2022,05:25:02,Product Page,view,400
J409489,C102509,P1013,10-03-2025,03:50:46,Homepage,view,82
J205494,C100750,P1017,30-01-2022,21:41:32,Product Page,view,378
J399372,C100184,P1023,08-08-2025,17:01:35,Checkout,drop off,270
J778094,C102811,P1009,30-06-2023,08:51:26,Homepage,view,282
J162992,C102776,P1008,14-04-2023,17:08:12,Homepage,view,339
J293949,C100233,P1004,24-01-2022,06:01:59,Checkout,drop off,347
J504196,C101578,P1005,26-05-2024,01:10:20,Product Page,view,133
J969080,C101799,P1001,13-02-2024,12:53:04,Product Page,view,42
J207717,C101671,P1022,17-07-2024,14:04:13,Product Page,view,345
J873102,C100728,P1018,17-10-2022,19:38:50,Product Page,view,184
J160108,C102168,P1021,14-10-2024,19:49:54,Product Page,view,375
J584162,C102620,P1019,09-02-2023,04:32:34,Homepage,view,61
J351439,C102717,P1006,15-10-2025,19:48:34,Checkout,drop off,378
J586200,C101103,P1004,15-04-2025,11:03:41,Product Page,view,153
J808797,C100690,P1018,08-10-2025,05:43:18,Homepage,view,210
J103802,C101382,P1007,21-04-2025,02:09:55,Product Page,view,77
J906913,C101878,P1017,24-11-2022,23:32:44,Product Page,view,70
J909785,C101543,P1010,04-07-2023,02:09:51,Checkout,drop off,158
J507306,C100819,P1011,23-08-2023,17:54:41,Homepage,view,139
J341377,C102360,P1012,25-12-2022,19:23:21,Product Page,view,
J800841,C100071,P1024,18-05-2024,22:38:22,Product Page,view,106
J481299,C101810,P1013,21-02-2024,14:28:35,Homepage,view,62
J172179,C102008,P1001,16-02-2024,06:47:02,Checkout,drop off,400
J418060,C100882,P1005,21-03-2023,10:49:00,Checkout,drop off,172
J293102,C102483,P1013,10-09-2024,07:05:46,Checkout,drop off,340
J101654,C102443,P1022,02-02-2024,16:44:47,Product Page,view,250
J901709,C101264,P1008,25-03-2022,20:43:33,Product Page,view,270
J508420,C100895,P1018,23-01-2025,11:15:01,Checkout,drop off,364
J683967,C100882,P1008,05-09-2025,16:59:29,Homepage,view,229
J405248,C100113,P1020,11-01-2023,17:11:54,Product Page,view,385
J391129,C102883,P1024,06-12-2025,15:12:03,Checkout,drop off,154
J629780,C101820,P1025,09-05-2025,22:40:23,Checkout,drop off,45
J349788,C101240,P1022,05-03-2022,17:52:38,Checkout,drop off,157
J871101,C101290,P1007,20-07-2023,04:15:24,Homepage,view,88
J186122,C102882,P1004,23-10-2023,12:19:37,Checkout,drop off,316
J720200,C101626,P1019,22-08-2025,15:31:27,Product Page,view,134
J995951,C102598,P1018,03-06-2024,00:42:52,Homepage,view,263
J103790,C101505,P1007,12-11-2022,21:00:07,Product Page,view,332
J297379,C101164,P1024,17-06-2023,01:25:07,Checkout,drop off,255
J704818,C101145,P1007,29-12-2023,16:06:34,Checkout,drop off,270
J522917,C101983,P1020,23-05-2023,06:29:40,Checkout,drop off,121
J538415,C102390,P1024,21-07-2025,03:50:50,Checkout,drop off,160
J644894,C100493,P1022,16-12-2024,15:21:09,Product Page,view,266
J136357,C102227,P1016,25-05-2022,09:39:26,Homepage,view,139
J222062,C102244,P1004,29-09-2025,17:10:09,Homepage,view,396
J108243,C102994,P1006,29-12-2022,04:21:31,Product Page,view,241
J986014,C102871,P1017,06-06-2023,16:02:13,Homepage,view,279
J281727,C101409,P1015,24-08-2023,10:03:09,Checkout,drop off,396
J860013,C100053,P1008,05-04-2022,01:58:36,Checkout,drop off,102
J660414,C102183,P1014,26-01-2023,17:45:52,Product Page,view,355
J501868,C102199,P1018,16-12-2025,02:42:20,Homepage,view,56
J967730,C102817,P1008,07-02-2023,12:23:25,Product Page,view,395
J894494,C101102,P1005,25-02-2022,23:01:18,Checkout,drop off,66
J921094,C102975,P1011,10-08-2024,22:26:47,Product Page,view,86
J497336,C100119,P1024,20-08-2023,09:07:17,Checkout,drop off,39
J885863,C101596,P1025,14-08-2022,06:12:51,Checkout,drop off,155
J826930,C101518,P1002,21-09-2023,02:48:11,Homepage,view,345
J976488,C102610,P1021,24-09-2023,08:43:53,Checkout,drop off,140
J490337,C101657,P1025,10-10-2022,17:32:17,Checkout,drop off,357
J124240,C101333,P1016,04-08-2024,10:38:33,Product Page,view,347
J743784,C102934,P1012,13-11-2022,16:23:06,Product Page,view,220
J681170,C100668,P1003,21-08-2022,04:25:59,Checkout,drop off,289
J227592,C102407,P1009,06-12-2024,16:28:32,Homepage,view,234
J344921,C101031,P1005,27-02-2024,11:33:31,Homepage,view,228
J385520,C102450,P1012,18-12-2022,15:59:10,Homepage,view,172
J422909,C102501,P1013,04-01-2024,19:40:15,Product Page,view,45
J159925,C102719,P1013,18-09-2023,08:53:19,Checkout,drop off,30
J580695,C100806,P1023,08-12-2025,11:52:35,Product Page,view,357
J739331,C102031,P1020,10-05-2022,04:03:13,Product Page,view,310
J832418,C102937,P1022,15-07-2022,15:08:00,Homepage,view,375
J240531,C100882,P1015,02-02-2023,00:39:27,Checkout,purchase,261
J855701,C101149,P1025,18-03-2025,18:04:45,Checkout,drop off,99
J572113,C100856,P1021,12-09-2025,19:24:06,Homepage,view,143
J947142,C102713,P1016,20-09-2024,16:52:55,Product Page,view,180
J281992,C100356,P1025,29-08-2023,07:18:01,Homepage,view,400
J160314,C102535,P1001,11-08-2023,07:07:00,Product Page,view,398
J292978,C102677,P1022,08-04-2025,19:57:44,Checkout,purchase,78
J552797,C102706,P1018,21-09-2025,02:50:38,Homepage,view,77
J453079,C102304,P1016,28-08-2022,12:47:48,Checkout,drop off,220
J652926,C102033,P1022,30-09-2025,17:42:58,Checkout,drop off,151
J173304,C100351,P1025,21-01-2024,05:00:35,Checkout,drop off,370
J384103,C100046,P1007,11-10-2024,23:23:42,Checkout,drop off,352
J926254,C100832,P1002,24-01-2023,07:20:56,Checkout,drop off,56
J197682,C102149,P1002,24-05-2025,00:19:27,Product Page,view,104
J270487,C102593,P1022,16-01-2022,12:34:26,Homepage,view,220
J286644,C100009,P1013,29-05-2024,14:54:52,Homepage,view,306
J512546,C102494,P1006,27-03-2022,07:31:47,Checkout,drop off,278
J834908,C102964,P1017,13-07-2024,00:31:32,Product Page,view,261
J707096,C100146,P1020,10-11-2023,11:59:54,Homepage,view,94
J199211,C101181,P1024,01-03-2022,22:21:51,Product Page,view,378
J295184,C101215,P1019,22-05-2025,17:49:22,Checkout,drop off,39
J740648,C100127,P1007,03-11-2024,05:49:24,Checkout,drop off,181
J445762,C102762,P1021,18-03-2022,22:35:06,Product Page,view,46
J883485,C100764,P1004,29-09-2023,20:26:24,Homepage,view,127
J685800,C102107,P1017,02-12-2024,20:07:46,Product Page,view,217
J147772,C100426,P1003,06-02-2025,23:38:28,Homepage,view,346
J775239,C102623,P1001,23-05-2023,08:33:18,Product Page,view,79
J683967,C102538,P1012,11-05-2024,20:57:34,Checkout,drop off,324
J556888,C100893,P1013,26-05-2024,22:43:38,Checkout,drop off,371
J414273,C102768,P1004,16-12-2025,00:52:15,Product Page,view,68
J342080,C102185,P1019,29-12-2025,02:54:11,Product Page,view,341
J494958,C102886,P1002,09-07-2024,16:33:45,Homepage,view,136
J479363,C100606,P1022,19-11-2023,23:40:56,Homepage,view,200
J850071,C100157,P1008,12-05-2025,00:51:11,Product Page,view,77
J918507,C102333,P1020,23-11-2022,22:43:50,Homepage,view,49
J509604,C102408,P1025,08-06-2023,01:53:51,Product Page,view,291
J643878,C102658,P1023,28-04-2023,16:32:54,Checkout,purchase,39
J528880,C101766,P1024,29-09-2023,23:28:21,Homepage,view,121
J315231,C101480,P1004,23-01-2023,20:42:35,Homepage,view,256
J895611,C101009,P1006,10-04-2025,20:58:34,Product Page,view,181
J513015,C101794,P1015,31-10-2025,18:55:22,Checkout,drop off,247
J325958,C100192,P1017,29-03-2025,07:56:45,Homepage,view,347
J511334,C100416,P1004,19-07-2025,18:48:49,Product Page,view,131
J584947,C101834,P1006,04-04-2024,08:29:09,Homepage,view,347
J591153,C101304,P1020,06-11-2024,00:28:55,Product Page,view,266
J369922,C102003,P1019,14-07-2022,19:14:54,Homepage,view,45
J928995,C100431,P1025,12-07-2024,13:28:58,Homepage,view,389
J420778,C101764,P1007,24-06-2024,15:40:52,Product Page,view,258
J232272,C100229,P1005,29-07-2023,00:58:13,Checkout,drop off,393
J129601,C101704,P1003,20-07-2025,21:45:58,Product Page,view,283
J551777,C100834,P1013,25-11-2022,03:27:48,Checkout,drop off,197
J910657,C102899,P1023,01-04-2024,04:16:31,Checkout,drop off,382
J911776,C101925,P1010,10-04-2022,16:56:35,Product Page,view,226
J405335,C101295,P1008,13-07-2025,02:44:03,Checkout,drop off,292
J418863,C101059,P1021,10-09-2023,03:37:06,Checkout,drop off,209
J670220,C100069,P1010,09-07-2025,21:59:48,Homepage,view,175
J869586,C100588,P1010,31-10-2025,17:36:01,Homepage,view,104
J652788,C101742,P1010,24-07-2025,19:46:17,Checkout,drop off,239
J104875,C101684,P1006,28-08-2023,12:52:28,Product Page,view,33
J770631,C100602,P1020,12-08-2023,21:45:03,Checkout,purchase,356
J660216,C102731,P1025,08-07-2023,11:07:30,Product Page,view,121
J986575,C100272,P1010,23-10-2025,10:54:05,Product Page,view,225
J473729,C102938,P1002,18-04-2024,23:08:16,Homepage,view,38
J414871,C100657,P1023,02-12-2024,11:13:28,Product Page,view,209
J433141,C101303,P1009,15-02-2024,08:52:27,Checkout,drop off,388
J810187,C102512,P1023,29-11-2023,14:01:39,Checkout,drop off,44
J348831,C102520,P1017,28-10-2022,07:37:29,Product Page,view,258
J892225,C101505,P1002,13-08-2023,20:18:32,Checkout,drop off,276
J818587,C102190,P1008,08-07-2023,20:40:43,Checkout,drop off,209
J424341,C100690,P1017,28-08-2023,06:17:34,Checkout,drop off,108
J749866,C101496,P1025,03-10-2023,13:03:12,Checkout,drop off,75
J266896,C100258,P1004,01-06-2025,22:47:08,Product Page,view,86
J707496,C101251,P1007,15-11-2023,19:37:18,Homepage,view,61
J399607,C101275,P1015,07-03-2025,19:25:17,Product Page,view,218
J318137,C101475,P1021,17-03-2022,07:36:08,Checkout,drop off,385
J761387,C101177,P1023,25-11-2023,18:02:14,Product Page,view,396
J656493,C102709,P1017,20-08-2025,00:05:00,Product Page,view,293
J966197,C102997,P1024,01-07-2024,19:41:36,Homepage,view,309
J133337,C101096,P1022,10-12-2022,18:11:34,Product Page,view,350
J660100,C101412,P1010,25-12-2025,22:33:32,Product Page,view,240
J465526,C100987,P1009,29-12-2023,16:04:57,Product Page,view,388
J257154,C101195,P1001,13-05-2025,03:49:31,Checkout,drop off,221
J166500,C100502,P1012,05-09-2025,11:51:47,Product Page,view,152
J748792,C100311,P1004,25-11-2023,03:04:16,Homepage,view,334
J677556,C101333,P1025,24-10-2022,23:56:35,Product Page,view,322
J954642,C101179,P1010,31-03-2025,22:54:59,Checkout,drop off,366
J783723,C101795,P1020,06-01-2025,11:33:11,Homepage,view,312
J275014,C100522,P1006,14-06-2023,02:01:20,Checkout,drop off,88
J917022,C102171,P1002,22-12-2024,13:32:48,Checkout,drop off,235
J906823,C100308,P1008,03-11-2022,00:39:13,Product Page,view,342
J296949,C102680,P1013,23-09-2025,10:13:45,Product Page,view,117
J444823,C102753,P1019,26-12-2023,11:23:50,Product Page,view,105
J982002,C101150,P1005,06-04-2023,01:59:02,Homepage,view,54
J868933,C101782,P1011,17-09-2024,05:45:56,Homepage,view,72
J411902,C102181,P1013,10-01-2025,13:28:26,Homepage,view,202
J816583,C101979,P1013,23-03-2023,23:06:04,Checkout,drop off,378
J748573,C101545,P1022,01-12-2025,15:31:49,Product Page,view,213
J857788,C102773,P1024,30-10-2023,13:25:38,Product Page,view,108
J701260,C100133,P1001,17-09-2023,00:26:58,Checkout,drop off,158
J288778,C100972,P1010,26-10-2022,05:47:40,Homepage,view,393
J595841,C102811,P1004,10-05-2023,06:34:45,Checkout,drop off,44
J425250,C102343,P1023,15-05-2023,08:32:50,Homepage,view,302
J182507,C102798,P1024,11-12-2024,03:19:21,Homepage,view,70
J336628,C100058,P1003,05-01-2024,16:02:44,Checkout,drop off,143
J607359,C101240,P1009,12-05-2023,00:41:58,Homepage,view,182
J657099,C100889,P1001,08-08-2023,08:08:07,Checkout,drop off,138
J723725,C101873,P1005,13-12-2023,13:21:28,Checkout,drop off,185
J687492,C100805,P1009,13-03-2022,17:36:53,Homepage,view,237
J922406,C102557,P1005,12-01-2024,13:36:25,Product Page,view,392
J900715,C102722,P1015,13-07-2024,16:04:54,Homepage,view,120
J128581,C102512,P1013,05-06-2024,12:03:55,Checkout,drop off,44
J265260,C100665,P1002,04-11-2022,15:34:32,Product Page,view,42
J261889,C100695,P1025,30-04-2023,15:12:51,Checkout,drop off,356
J243901,C102536,P1021,07-06-2025,13:51:59,Homepage,view,167
J401360,C100601,P1016,29-01-2024,07:01:39,Homepage,view,362
J802091,C102235,P1017,16-07-2022,17:18:32,Homepage,view,299
J886004,C100942,P1016,15-06-2023,08:23:47,Product Page,view,137
J671604,C102677,P1007,23-11-2025,16:20:03,Product Page,view,37
J129278,C100922,P1023,31-07-2022,04:28:39,Homepage,view,65
J418129,C100694,P1009,23-07-2025,23:04:07,Checkout,drop off,375
J136328,C101360,P1010,01-07-2023,08:21:16,Homepage,view,151
J505849,C101159,P1018,07-08-2025,00:28:54,Checkout,drop off,81
J232591,C101235,P1021,26-10-2022,19:51:43,Checkout,purchase,92
J487494,C102373,P1001,16-05-2024,07:32:44,Product Page,view,355
J324922,C100111,P1020,07-11-2023,18:31:34,Homepage,view,140
J307545,C102930,P1025,09-05-2023,06:45:25,Checkout,drop off,93
J438150,C100118,P1010,28-08-2023,00:02:42,Homepage,view,53
J577572,C100738,P1021,15-06-2024,05:41:58,Product Page,view,112
J981036,C101088,P1017,13-07-2024,22:38:58,Homepage,view,179
J339911,C102094,P1015,14-08-2024,19:15:09,Product Page,view,248
J513274,C101521,P1012,19-12-2025,07:27:39,Product Page,view,220
J494886,C102818,P1009,28-06-2022,06:17:57,Product Page,view,396
J894396,C102074,P1024,27-10-2023,20:27:18,Homepage,view,159
J886409,C102148,P1004,22-02-2022,22:10:35,Product Page,view,183
J143984,C100885,P1006,10-10-2023,02:45:11,Product Page,view,179
J124371,C100523,P1010,12-06-2024,05:40:21,Product Page,view,354
J755161,C100632,P1016,23-10-2025,16:43:28,Product Page,view,227
J610866,C101949,P1020,14-04-2024,21:27:39,Product Page,view,35
J774853,C101770,P1003,22-11-2022,01:44:40,Checkout,drop off,380
J824810,C101226,P1025,04-09-2025,01:37:55,Product Page,view,159
J769953,C101310,P1023,28-01-2025,20:58:32,Homepage,view,256
J666724,C100640,P1006,18-04-2023,15:09:29,Checkout,drop off,381
J802610,C102785,P1013,17-02-2025,10:16:29,Homepage,view,216
J585255,C102852,P1011,01-10-2024,11:56:56,Product Page,view,307
J800991,C101928,P1014,04-06-2023,16:33:58,Checkout,purchase,336
J716377,C102382,P1023,31-12-2022,03:05:04,Checkout,purchase,389
J148013,C102769,P1006,14-04-2025,07:39:47,Checkout,drop off,331
J871936,C100308,P1019,04-09-2025,02:18:41,Checkout,drop off,323
J391761,C102201,P1006,31-08-2025,16:08:21,Homepage,view,182
J866618,C100693,P1011,08-06-2023,21:26:28,Checkout,purchase,364
J987539,C101945,P1011,27-04-2024,21:00:31,Product Page,view,133
J730976,C102408,P1025,05-02-2023,04:18:07,Product Page,view,340
J743694,C100812,P1015,16-02-2022,06:08:18,Checkout,drop off,386
J380584,C102805,P1019,15-12-2023,02:05:13,Product Page,view,259
J750327,C100828,P1004,16-08-2023,10:12:17,Checkout,drop off,250
J908689,C101255,P1013,12-08-2025,21:20:22,Homepage,view,349
J306906,C102022,P1003,26-03-2023,01:25:00,Homepage,view,274
J912806,C100140,P1009,17-09-2024,07:46:24,Product Page,view,35
J240877,C101418,P1006,01-12-2022,10:25:53,Checkout,drop off,257
J530685,C100361,P1007,19-07-2023,14:21:21,Checkout,drop off,111
J244807,C101716,P1021,22-06-2024,19:54:20,Checkout,drop off,320
J826799,C102236,P1013,11-02-2025,10:56:18,Homepage,view,383
J708300,C101404,P1016,23-03-2022,20:18:53,Homepage,view,363
J191461,C102864,P1007,03-06-2025,18:50:05,Product Page,view,137
J470961,C102117,P1024,22-10-2023,05:52:17,Homepage,view,226
J499744,C102749,P1021,24-01-2025,15:43:22,Checkout,drop off,35
J616640,C101847,P1004,06-07-2025,16:37:10,Checkout,drop off,259
J553452,C101062,P1004,08-07-2025,12:43:53,Homepage,view,383
J644845,C100117,P1018,12-09-2025,21:10:11,Product Page,view,199
J383867,C101978,P1001,05-08-2025,12:25:55,Homepage,view,381
J208924,C102819,P1002,11-10-2022,08:24:11,Product Page,view,149
J501578,C102625,P1002,30-09-2025,16:57:02,Product Page,view,62
J633529,C101849,P1020,16-07-2024,05:50:54,Checkout,drop off,378
J151280,C100395,P1018,18-10-2024,04:49:33,Checkout,drop off,372
J597764,C101753,P1018,25-05-2022,00:33:47,Checkout,drop off,293
J416267,C101659,P1008,23-01-2024,07:25:45,Product Page,view,78
J667888,C101138,P1018,16-08-2025,07:52:41,Homepage,view,345
J811954,C101703,P1008,18-08-2025,00:02:29,Homepage,view,391
J600762,C100517,P1017,17-09-2022,02:49:24,Checkout,drop off,80
J780149,C102082,P1025,06-03-2025,15:20:37,Homepage,view,257
J328218,C100758,P1010,17-09-2023,00:07:26,Product Page,view,196
J998393,C101707,P1016,09-07-2025,02:28:59,Homepage,view,271
J421316,C100626,P1002,10-04-2024,13:49:14,Product Page,view,245
J724611,C100836,P1025,20-09-2023,19:17:19,Checkout,drop off,120
J174739,C102609,P1009,07-05-2023,14:31:18,Checkout,drop off,42
J633801,C100695,P1022,10-09-2024,03:24:26,Product Page,view,72
J106090,C101208,P1005,02-09-2024,05:09:59,Product Page,view,351
J921198,C102448,P1002,15-06-2022,19:45:31,Homepage,view,48
J129560,C102794,P1007,04-04-2023,08:40:23,Checkout,drop off,72
J502006,C102263,P1009,09-08-2022,22:54:31,Homepage,view,288
J139159,C101020,P1009,14-11-2023,09:59:41,Product Page,view,391
J273971,C100386,P1021,22-07-2025,22:50:10,Product Page,view,120
J628647,C100731,P1024,04-06-2024,22:39:18,Homepage,view,377
J880068,C102492,P1022,30-05-2023,11:24:34,Checkout,drop off,108
J962665,C100804,P1012,04-08-2024,21:54:33,Product Page,view,195
J218710,C100642,P1020,28-07-2022,10:31:50,Homepage,view,314
J264797,C102871,P1002,28-08-2025,17:59:18,Homepage,view,115
J224465,C102323,P1012,30-03-2022,07:57:10,Checkout,drop off,378
J689058,C102267,P1007,08-08-2025,11:19:36,Homepage,view,314
J132917,C101915,P1024,21-01-2022,13:11:00,Checkout,purchase,307
J738372,C100489,P1012,28-01-2025,14:01:46,Homepage,view,330
J134600,C101706,P1019,26-04-2023,16:54:49,Homepage,view,144
J720873,C102120,P1021,13-10-2023,22:49:06,Homepage,view,47
J299656,C102980,P1010,28-09-2023,21:48:10,Checkout,drop off,380
J244283,C100105,P1006,08-09-2023,06:56:03,Checkout,drop off,31
J894852,C102829,P1008,10-02-2025,20:29:25,Product Page,view,269
J582745,C102137,P1021,14-10-2022,17:42:27,Homepage,view,123
J367510,C101029,P1022,31-03-2024,19:49:21,Homepage,view,268
J463476,C100708,P1019,17-07-2023,10:19:51,Product Page,view,355
J986484,C101937,P1002,03-08-2023,17:21:21,Product Page,view,310
J141498,C100349,P1015,03-06-2022,14:21:17,Homepage,view,337
J105667,C100589,P1024,15-10-2022,12:44:51,Homepage,view,224
J302094,C100106,P1020,13-10-2023,21:57:13,Checkout,drop off,163
J350125,C100958,P1006,23-03-2022,05:08:23,Product Page,view,380
J921083,C100066,P1019,16-12-2022,20:55:03,Product Page,view,121
J922299,C101979,P1004,16-10-2023,23:48:12,Checkout,drop off,234
J954961,C101655,P1016,16-06-2025,20:09:27,Homepage,view,398
J846405,C100886,P1021,24-01-2022,03:26:25,Homepage,view,276
J867248,C101321,P1016,02-08-2025,12:10:40,Product Page,view,282
J638965,C102461,P1016,05-09-2025,07:44:01,Checkout,drop off,261
J304135,C100364,P1001,05-05-2025,01:17:59,Homepage,view,113
J456581,C102477,P1003,13-10-2023,11:59:51,Checkout,drop off,242
J365932,C101609,P1016,18-04-2024,18:49:33,Checkout,drop off,288
J473075,C101218,P1024,02-09-2023,11:48:11,Product Page,view,95
J585379,C101848,P1015,28-05-2023,14:01:21,Homepage,view,135
J771219,C101064,P1007,13-05-2025,10:46:39,Product Page,view,37
J996381,C102020,P1006,05-10-2023,18:09:25,Product Page,view,76
J157508,C101687,P1015,07-06-2022,09:32:11,Product Page,view,354
J663409,C100710,P1025,02-07-2025,06:57:42,Homepage,view,237
J218811,C100136,P1022,20-08-2022,19:32:32,Product Page,view,246
J198768,C100972,P1007,14-04-2022,21:29:58,Homepage,view,165
J394053,C100974,P1024,13-08-2023,21:06:44,Checkout,drop off,196
J899307,C100768,P1013,05-06-2023,04:29:40,Homepage,view,282
J229622,C101900,P1013,28-03-2022,13:32:27,Checkout,drop off,110
J839453,C101086,P1012,08-07-2025,21:42:25,Checkout,drop off,78
J539486,C101559,P1004,02-11-2024,09:31:35,Checkout,drop off,376
J762278,C100362,P1006,28-11-2022,04:16:47,Product Page,view,185
J135193,C100714,P1025,04-11-2023,07:34:02,Product Page,view,315
J186198,C100409,P1013,29-09-2024,12:56:39,Product Page,view,209
J511279,C101002,P1013,16-07-2022,01:53:58,Homepage,view,180
J798319,C101232,P1012,14-12-2023,22:13:37,Checkout,drop off,248
