Engagement_ID,Content_ID,Content_Type,Likes,Engagement_Date,Campaign_ID,Product_ID,Views,Clicks
E365P1015,CT365P1015,Social Media,137,01-01-2023,CAM2083,P1015,8294,260
E365P1016,CT365P1016,Social Media,54,01-01-2023,CAM3990,P1016,7631,156
E365P1017,CT365P1017,Social Media,140,01-01-2023,CAM2950,P1017,7851,334
E365P1018,CT365P1018,Video,101,01-01-2023,CAM1916,P1018,7146,239
E365P1019,CT365P1019,Social Media,159,01-01-2023,CAM4549,P1019,11445,324
E365P1020,CT365P1020,Social Media,79,01-01-2023,CAM4863,P1020,5387,168
E365P1021,CT365P1021,Blog,163,01-01-2023,CAM2935,P1021,10151,502
E365P1022,CT365P1022,Blog,67,01-01-2023,CAM4953,P1022,4822,149
E365P1023,CT365P1023,Blog,214,01-01-2023,CAM5518,P1023,8997,397
E365P1024,CT365P1024,Social Media,144,01-01-2023,CAM6001,P1024,9769,369
E365P1025,CT365P1025,Video,92,01-01-2023,CAM9951,P1025,7689,291
E366P1001,CT366P1001,Blog,69,02-01-2023,CAM5177,P1001,4847,144
E366P1002,CT366P1002,Blog,98,02-01-2023,CAM2190,P1002,6037,210
E366P1003,CT366P1003,Social Media,111,02-01-2023,CAM1890,P1003,6100,201
E366P1004,CT366P1004,Video,91,02-01-2023,CAM1818,P1004,4273,165
E366P1005,CT366P1005,Video,195,02-01-2023,CAM6051,P1005,9535,427
E366P1006,CT366P1006,Social Media,81,02-01-2023,CAM7369,P1006,5055,166
E366P1007,CT366P1007,Social Media,63,02-01-2023,CAM3492,P1007,5255,121
E366P1008,CT366P1008,Video,200,02-01-2023,CAM8680,P1008,11980,339
E366P1009,CT366P1009,Social Media,52,02-01-2023,CAM9501,P1009,4654,170
E366P1010,CT366P1010,Social Media,119,02-01-2023,CAM1190,P1010,8512,311
E366P1011,CT366P1011,Social Media,125,02-01-2023,CAM6280,P1011,7337,283
E366P1012,CT366P1012,Blog,156,02-01-2023,CAM4776,P1012,10340,261
E366P1013,CT366P1013,Social Media,50,02-01-2023,CAM9518,P1013,4767,123
E366P1014,CT366P1014,Social Media,86,02-01-2023,CAM8130,P1014,9415,214
E366P1015,CT366P1015,Social Media,138,02-01-2023,CAM5976,P1015,6330,273
E366P1016,CT366P1016,Blog,162,02-01-2023,CAM5431,P1016,10131,330
E366P1017,CT366P1017,Social Media,231,02-01-2023,CAM4471,P1017,11724,573
E366P1018,CT366P1018,Social Media,102,02-01-2023,CAM1620,P1018,6370,317
E366P1019,CT366P1019,Video,57,02-01-2023,CAM4807,P1019,5081,103
E366P1020,CT366P1020,Blog,91,02-01-2023,CAM3374,P1020,6778,188
E366P1021,CT366P1021,Video,207,02-01-2023,CAM1898,P1021,9802,466
E366P1022,CT366P1022,Social Media,127,02-01-2023,CAM3710,P1022,10960,326
E366P1023,CT366P1023,Social Media,124,02-01-2023,CAM6904,P1023,9534,335
E366P1024,CT366P1024,Video,125,02-01-2023,CAM9818,P1024,8854,247
E366P1025,CT366P1025,Blog,66,02-01-2023,CAM2920,P1025,6379,145
E367P1001,CT367P1001,Video,90,03-01-2023,CAM7642,P1001,5574,163
E367P1002,CT367P1002,Video,110,03-01-2023,CAM2681,P1002,11876,336
E367P1003,CT367P1003,Video,138,03-01-2023,CAM7036,P1003,6753,261
E367P1004,CT367P1004,Video,103,03-01-2023,CAM6924,P1004,7247,179
E367P1005,CT367P1005,Video,53,03-01-2023,CAM4968,P1005,4177,146
E367P1006,CT367P1006,Video,106,03-01-2023,CAM3451,P1006,5531,187
E367P1007,CT367P1007,Social Media,61,03-01-2023,CAM3371,P1007,6879,167
E367P1008,CT367P1008,Social Media,104,03-01-2023,CAM8906,P1008,5251,221
E367P1009,CT367P1009,Video,213,03-01-2023,CAM3716,P1009,11536,537
E367P1010,CT367P1010,Blog,81,03-01-2023,CAM7124,P1010,11217,226
E367P1011,CT367P1011,Social Media,44,03-01-2023,CAM6336,P1011,4243,86
E367P1012,CT367P1012,Video,107,03-01-2023,CAM9495,P1012,8263,343
E367P1013,CT367P1013,Video,92,03-01-2023,CAM9864,P1013,6229,239
E367P1014,CT367P1014,Social Media,76,03-01-2023,CAM6690,P1014,6079,216
E367P1015,CT367P1015,Blog,127,03-01-2023,CAM8402,P1015,10823,359
E367P1016,CT367P1016,Blog,103,03-01-2023,CAM6917,P1016,4299,184
E367P1017,CT367P1017,Video,266,03-01-2023,CAM1318,P1017,10627,515
E367P1018,CT367P1018,Blog,95,03-01-2023,CAM3226,P1018,10849,236
E367P1019,CT367P1019,Social Media,82,03-01-2023,CAM2354,P1019,9467,230
E367P1020,CT367P1020,Blog,191,03-01-2023,CAM2040,P1020,9346,465
E367P1021,CT367P1021,Social Media,87,03-01-2023,CAM8360,P1021,5099,158
E367P1022,CT367P1022,Video,78,03-01-2023,CAM2563,P1022,4314,214
E367P1023,CT367P1023,Video,161,03-01-2023,CAM7221,P1023,7733,372
E367P1024,CT367P1024,Blog,197,03-01-2023,CAM8988,P1024,11127,392
E367P1025,CT367P1025,Social Media,60,03-01-2023,CAM9800,P1025,5169,140
E368P1001,CT368P1001,Social Media,63,04-01-2023,CAM6452,P1001,10174,205
E368P1002,CT368P1002,Social Media,117,04-01-2023,CAM2232,P1002,7239,254
E368P1003,CT368P1003,Blog,128,04-01-2023,CAM7395,P1003,6292,258
E368P1004,CT368P1004,Blog,146,04-01-2023,CAM8974,P1004,8310,279
E368P1005,CT368P1005,Blog,98,04-01-2023,CAM3597,P1005,9080,255
E368P1006,CT368P1006,Blog,136,04-01-2023,CAM3509,P1006,8278,395
E368P1007,CT368P1007,Blog,84,04-01-2023,CAM5597,P1007,4149,150
E368P1008,CT368P1008,Blog,210,04-01-2023,CAM7334,P1008,9328,419
E368P1009,CT368P1009,Blog,46,04-01-2023,CAM7161,P1009,5588,146
E368P1010,CT368P1010,Social Media,93,04-01-2023,CAM4316,P1010,4572,217
E368P1011,CT368P1011,Blog,181,04-01-2023,CAM7296,P1011,11909,452
E368P1012,CT368P1012,Social Media,146,04-01-2023,CAM3308,P1012,10916,283
E368P1013,CT368P1013,Social Media,91,04-01-2023,CAM7188,P1013,4915,154
E368P1014,CT368P1014,Social Media,43,04-01-2023,CAM7115,P1014,4184,122
E368P1015,CT368P1015,Blog,152,04-01-2023,CAM5021,P1015,10473,459
E368P1016,CT368P1016,Video,183,04-01-2023,CAM7170,P1016,9506,375
E368P1017,CT368P1017,Video,207,04-01-2023,CAM3886,P1017,11821,354
E368P1018,CT368P1018,Video,159,04-01-2023,CAM5916,P1018,8125,315
E368P1019,CT368P1019,Social Media,47,04-01-2023,CAM9662,P1019,4951,119
E368P1020,CT368P1020,Blog,215,04-01-2023,CAM9985,P1020,11138,428
E368P1021,CT368P1021,Video,208,04-01-2023,CAM1508,P1021,10722,458
E368P1022,CT368P1022,Blog,135,04-01-2023,CAM8543,P1022,10864,239
E368P1023,CT368P1023,Blog,78,04-01-2023,CAM7557,P1023,5293,150
E368P1024,CT368P1024,Social Media,69,04-01-2023,CAM1480,P1024,4327,118
E368P1025,CT368P1025,Social Media,249,04-01-2023,CAM9283,P1025,10632,420
E369P1001,CT369P1001,Blog,114,05-01-2023,CAM8994,P1001,7731,215
E369P1002,CT369P1002,Blog,137,05-01-2023,CAM8070,P1002,5745,249
E369P1003,CT369P1003,Blog,289,05-01-2023,CAM4664,P1003,10452,520
E369P1004,CT369P1004,Social Media,65,05-01-2023,CAM1898,P1004,4939,204
E369P1005,CT369P1005,Social Media,122,05-01-2023,CAM4943,P1005,7969,215
E369P1006,CT369P1006,Social Media,117,05-01-2023,CAM8998,P1006,4599,198
E369P1007,CT369P1007,Social Media,166,05-01-2023,CAM5283,P1007,8296,404
E369P1008,CT369P1008,Blog,49,05-01-2023,CAM2076,P1008,6298,148
E369P1009,CT369P1009,Video,217,05-01-2023,CAM3721,P1009,10860,493
E369P1010,CT369P1010,Blog,157,05-01-2023,CAM2716,P1010,11812,268
E369P1011,CT369P1011,Social Media,57,05-01-2023,CAM8221,P1011,5597,138
E369P1012,CT369P1012,Blog,92,05-01-2023,CAM4481,P1012,8031,254
E369P1013,CT369P1013,Blog,57,05-01-2023,CAM8336,P1013,5386,129
E369P1014,CT369P1014,Blog,62,05-01-2023,CAM9092,P1014,4210,123
E369P1015,CT369P1015,Blog,134,05-01-2023,CAM9733,P1015,8103,289
E369P1016,CT369P1016,Video,108,05-01-2023,CAM4582,P1016,8139,311
E369P1017,CT369P1017,Video,65,05-01-2023,CAM3134,P1017,4307,196
E369P1018,CT369P1018,Social Media,103,05-01-2023,CAM2686,P1018,9918,248
E369P1019,CT369P1019,Blog,56,05-01-2023,CAM1304,P1019,4115,153
E369P1020,CT369P1020,Blog,82,05-01-2023,CAM6306,P1020,4896,165
E369P1021,CT369P1021,Blog,72,05-01-2023,CAM3557,P1021,4831,129
E369P1022,CT369P1022,Blog,72,05-01-2023,CAM8352,P1022,6538,237
E369P1023,CT369P1023,Social Media,61,05-01-2023,CAM2490,P1023,4407,111
E369P1024,CT369P1024,Video,111,05-01-2023,CAM7359,P1024,11791,346
E369P1025,CT369P1025,Video,103,05-01-2023,CAM1587,P1025,9055,203
E370P1001,CT370P1001,Blog,198,06-01-2023,CAM1595,P1001,10067,350
E370P1002,CT370P1002,Social Media,120,06-01-2023,CAM1117,P1002,7674,237
E370P1003,CT370P1003,Social Media,230,06-01-2023,CAM6748,P1003,9655,406
E370P1004,CT370P1004,Blog,68,06-01-2023,CAM2835,P1004,6974,189
E370P1005,CT370P1005,Video,162,06-01-2023,CAM2117,P1005,9241,381
E370P1006,CT370P1006,Video,71,06-01-2023,CAM7190,P1006,4452,130
E370P1007,CT370P1007,Video,59,06-01-2023,CAM2222,P1007,5548,191
E370P1008,CT370P1008,Blog,70,06-01-2023,CAM1480,P1008,8401,193
E370P1009,CT370P1009,Social Media,134,06-01-2023,CAM3454,P1009,11716,373
E370P1010,CT370P1010,Blog,170,06-01-2023,CAM4301,P1010,7820,385
E370P1011,CT370P1011,Video,156,06-01-2023,CAM6528,P1011,8402,310
E370P1012,CT370P1012,Video,60,06-01-2023,CAM4691,P1012,7107,192
E370P1013,CT370P1013,Video,213,06-01-2023,CAM4286,P1013,10747,523
E370P1014,CT370P1014,Social Media,124,06-01-2023,CAM1318,P1014,6877,262
E370P1015,CT370P1015,Blog,40,06-01-2023,CAM7420,P1015,4139,86
E370P1016,CT370P1016,Blog,105,06-01-2023,CAM2515,P1016,5836,236
E370P1017,CT370P1017,Blog,98,06-01-2023,CAM5390,P1017,8037,264
E370P1018,CT370P1018,Blog,165,06-01-2023,CAM4688,P1018,9099,280
E370P1019,CT370P1019,Video,156,06-01-2023,CAM6910,P1019,11531,319
E370P1020,CT370P1020,Video,228,06-01-2023,CAM7365,P1020,10661,442
E370P1021,CT370P1021,Social Media,96,06-01-2023,CAM2729,P1021,7743,304
E370P1022,CT370P1022,Blog,88,06-01-2023,CAM2555,P1022,11796,243
E370P1023,CT370P1023,Social Media,145,06-01-2023,CAM9971,P1023,8889,438
E370P1024,CT370P1024,Social Media,125,06-01-2023,CAM2836,P1024,11877,240
E370P1025,CT370P1025,Video,137,06-01-2023,CAM2965,P1025,10343,444
E371P1001,CT371P1001,Video,229,07-01-2023,CAM8752,P1001,11535,550
E371P1002,CT371P1002,Blog,145,07-01-2023,CAM7413,P1002,8609,379
E371P1003,CT371P1003,Social Media,121,07-01-2023,CAM5649,P1003,6066,241
E371P1004,CT371P1004,Video,137,07-01-2023,CAM7962,P1004,6546,274
E371P1005,CT371P1005,Social Media,286,07-01-2023,CAM9176,P1005,11006,510
E371P1006,CT371P1006,Video,70,07-01-2023,CAM8965,P1006,6133,124
E371P1007,CT371P1007,Video,128,07-01-2023,CAM6560,P1007,5032,234
E371P1008,CT371P1008,Video,81,07-01-2023,CAM2448,P1008,6954,198
E371P1009,CT371P1009,Social Media,71,07-01-2023,CAM8684,P1009,7280,209
E371P1010,CT371P1010,Video,105,07-01-2023,CAM5840,P1010,5485,222
E371P1011,CT371P1011,Video,124,07-01-2023,CAM7032,P1011,8385,222
E371P1012,CT371P1012,Blog,82,07-01-2023,CAM1814,P1012,8620,176
E371P1013,CT371P1013,Video,129,07-01-2023,CAM6735,P1013,5879,228
E371P1014,CT371P1014,Video,160,07-01-2023,CAM5166,P1014,7966,271
E371P1015,CT371P1015,Social Media,128,07-01-2023,CAM5164,P1015,5749,254
E371P1016,CT371P1016,Social Media,70,07-01-2023,CAM1406,P1016,6636,214
E371P1017,CT371P1017,Video,140,07-01-2023,CAM1928,P1017,11367,404
E371P1018,CT371P1018,Social Media,129,07-01-2023,CAM5868,P1018,10792,253
E371P1019,CT371P1019,Video,114,07-01-2023,CAM1098,P1019,9753,207
E371P1020,CT371P1020,Video,125,07-01-2023,CAM1208,P1020,9723,280
E371P1021,CT371P1021,Video,54,07-01-2023,CAM4312,P1021,6169,155
E371P1022,CT371P1022,Video,67,07-01-2023,CAM7901,P1022,5032,129
E371P1023,CT371P1023,Social Media,147,07-01-2023,CAM6675,P1023,6418,319
E371P1024,CT371P1024,Video,168,07-01-2023,CAM1517,P1024,7889,376
E371P1025,CT371P1025,Video,97,07-01-2023,CAM1592,P1025,5240,165
E372P1001,CT372P1001,Blog,140,08-01-2023,CAM2861,P1001,8560,369
E372P1002,CT372P1002,Social Media,90,08-01-2023,CAM7653,P1002,9794,251
E372P1003,CT372P1003,Social Media,63,08-01-2023,CAM3680,P1003,5328,110
E372P1004,CT372P1004,Video,188,08-01-2023,CAM8111,P1004,11614,379
E372P1005,CT372P1005,Video,41,08-01-2023,CAM5667,P1005,5404,130
E372P1006,CT372P1006,Video,107,08-01-2023,CAM7160,P1006,9022,255
E372P1007,CT372P1007,Video,135,08-01-2023,CAM3778,P1007,7369,249
E372P1008,CT372P1008,Video,181,08-01-2023,CAM1949,P1008,8298,389
E372P1009,CT372P1009,Video,118,08-01-2023,CAM5060,P1009,4995,197
E372P1010,CT372P1010,Video,148,08-01-2023,CAM1255,P1010,11464,428
E372P1011,CT372P1011,Video,151,08-01-2023,CAM2962,P1011,11549,431
E372P1012,CT372P1012,Video,39,08-01-2023,CAM2754,P1012,4089,99
E372P1013,CT372P1013,Blog,98,08-01-2023,CAM6281,P1013,7254,196
E372P1014,CT372P1014,Social Media,75,08-01-2023,CAM9872,P1014,8333,201
E372P1015,CT372P1015,Social Media,131,08-01-2023,CAM3001,P1015,9322,280
E372P1016,CT372P1016,Video,227,08-01-2023,CAM4042,P1016,11323,495
E372P1017,CT372P1017,Blog,269,08-01-2023,CAM6551,P1017,10896,497
E372P1018,CT372P1018,Blog,57,08-01-2023,CAM1245,P1018,6521,133
E372P1019,CT372P1019,Social Media,93,08-01-2023,CAM9639,P1019,11043,295
E372P1020,CT372P1020,Social Media,82,08-01-2023,CAM8778,P1020,7758,159
E372P1021,CT372P1021,Social Media,209,08-01-2023,CAM2067,P1021,10033,438
E372P1022,CT372P1022,Blog,178,08-01-2023,CAM6380,P1022,11570,531
E372P1023,CT372P1023,Social Media,106,08-01-2023,CAM8507,P1023,4147,188
E372P1024,CT372P1024,Video,99,08-01-2023,CAM6022,P1024,4437,168
E372P1025,CT372P1025,Video,156,08-01-2023,CAM2906,P1025,8526,409
E373P1001,CT373P1001,Video,95,09-01-2023,CAM8713,P1001,8012,219
E373P1002,CT373P1002,Blog,95,09-01-2023,CAM6200,P1002,6680,244
E373P1003,CT373P1003,Video,122,09-01-2023,CAM8566,P1003,8836,286
E373P1004,CT373P1004,Video,79,09-01-2023,CAM4712,P1004,6109,225
E373P1005,CT373P1005,Video,92,09-01-2023,CAM4741,P1005,6117,253
E373P1006,CT373P1006,Social Media,157,09-01-2023,CAM2291,P1006,10354,441
E373P1007,CT373P1007,Video,142,09-01-2023,CAM7643,P1007,11422,456
E373P1008,CT373P1008,Video,195,09-01-2023,CAM2030,P1008,8165,330
E373P1009,CT373P1009,Video,62,09-01-2023,CAM7507,P1009,7023,205
E373P1010,CT373P1010,Social Media,156,09-01-2023,CAM9306,P1010,10736,424
E373P1011,CT373P1011,Blog,156,09-01-2023,CAM8068,P1011,9766,308
E373P1012,CT373P1012,Social Media,114,09-01-2023,CAM2421,P1012,4414,211
E373P1013,CT373P1013,Blog,143,09-01-2023,CAM5391,P1013,11579,267
E373P1014,CT373P1014,Blog,125,09-01-2023,CAM8232,P1014,6404,294
E373P1015,CT373P1015,Blog,110,09-01-2023,CAM9750,P1015,7242,303
E373P1016,CT373P1016,Social Media,59,09-01-2023,CAM5305,P1016,4568,100
E373P1017,CT373P1017,Social Media,65,09-01-2023,CAM8889,P1017,6491,185
E373P1018,CT373P1018,Blog,128,09-01-2023,CAM7783,P1018,5533,244
E373P1019,CT373P1019,Video,63,09-01-2023,CAM8557,P1019,5599,122
E373P1020,CT373P1020,Video,149,09-01-2023,CAM4358,P1020,8955,427
E373P1021,CT373P1021,Blog,109,09-01-2023,CAM6632,P1021,7307,247
E373P1022,CT373P1022,Video,104,09-01-2023,CAM6717,P1022,8046,190
E373P1023,CT373P1023,Blog,189,09-01-2023,CAM2052,P1023,9422,434
E373P1024,CT373P1024,Video,102,09-01-2023,CAM3885,P1024,5251,227
E373P1025,CT373P1025,Social Media,130,09-01-2023,CAM1308,P1025,9252,296
E374P1001,CT374P1001,Social Media,74,10-01-2023,CAM5399,P1001,4155,151
E374P1002,CT374P1002,Video,78,10-01-2023,CAM9962,P1002,6888,251
E374P1003,CT374P1003,Blog,155,10-01-2023,CAM7628,P1003,8743,299
E374P1004,CT374P1004,Social Media,126,10-01-2023,CAM1773,P1004,8841,416
E374P1005,CT374P1005,Social Media,157,10-01-2023,CAM1618,P1005,7423,348
E374P1006,CT374P1006,Social Media,94,10-01-2023,CAM4024,P1006,5667,161
E374P1007,CT374P1007,Blog,140,10-01-2023,CAM8656,P1007,11216,401
E374P1008,CT374P1008,Social Media,76,10-01-2023,CAM8495,P1008,6649,185
E374P1009,CT374P1009,Blog,125,10-01-2023,CAM2281,P1009,6810,292
E374P1010,CT374P1010,Social Media,137,10-01-2023,CAM2398,P1010,7388,272
E374P1011,CT374P1011,Blog,73,10-01-2023,CAM4300,P1011,6450,216
E374P1012,CT374P1012,Video,137,10-01-2023,CAM1110,P1012,10752,455
E374P1013,CT374P1013,Social Media,79,10-01-2023,CAM4765,P1013,6962,139
E374P1014,CT374P1014,Video,138,10-01-2023,CAM5689,P1014,7587,280
E374P1015,CT374P1015,Social Media,158,10-01-2023,CAM8819,P1015,10360,335
E374P1016,CT374P1016,Social Media,142,10-01-2023,CAM2568,P1016,6550,241
E374P1017,CT374P1017,Video,177,10-01-2023,CAM3154,P1017,6626,307
E374P1018,CT374P1018,Social Media,128,10-01-2023,CAM2691,P1018,6077,237
E374P1019,CT374P1019,Blog,100,10-01-2023,CAM4037,P1019,11249,250
E374P1020,CT374P1020,Blog,163,10-01-2023,CAM3865,P1020,8731,354
E374P1021,CT374P1021,Video,59,10-01-2023,CAM1841,P1021,5126,133
E374P1022,CT374P1022,Social Media,75,10-01-2023,CAM8758,P1022,7082,193
E374P1023,CT374P1023,Social Media,110,10-01-2023,CAM9079,P1023,10764,362
E374P1024,CT374P1024,Blog,92,10-01-2023,CAM7777,P1024,8011,303
E374P1025,CT374P1025,Video,83,10-01-2023,CAM1496,P1025,7244,260
E375P1001,CT375P1001,Social Media,115,11-01-2023,CAM2221,P1001,7204,271
E375P1002,CT375P1002,Video,111,11-01-2023,CAM4627,P1002,6233,223
E375P1003,CT375P1003,Social Media,185,11-01-2023,CAM4658,P1003,11807,465
E375P1004,CT375P1004,Blog,115,11-01-2023,CAM8340,P1004,4726,204
E375P1005,CT375P1005,Video,104,11-01-2023,CAM5094,P1005,10702,244
E375P1006,CT375P1006,Video,189,11-01-2023,CAM9463,P1006,11700,345
E375P1007,CT375P1007,Blog,94,11-01-2023,CAM1700,P1007,5908,161
E375P1008,CT375P1008,Social Media,94,11-01-2023,CAM7788,P1008,9684,242
E375P1009,CT375P1009,Video,78,11-01-2023,CAM3609,P1009,5263,241
E375P1010,CT375P1010,Video,189,11-01-2023,CAM9164,P1010,6982,347
E375P1011,CT375P1011,Video,117,11-01-2023,CAM7319,P1011,11166,233
E375P1012,CT375P1012,Social Media,70,11-01-2023,CAM2269,P1012,10368,218
E375P1013,CT375P1013,Video,130,11-01-2023,CAM5830,P1013,5931,218
E375P1014,CT375P1014,Blog,132,11-01-2023,CAM1608,P1014,9669,223
E375P1015,CT375P1015,Video,125,11-01-2023,CAM9986,P1015,11288,294
E375P1016,CT375P1016,Blog,113,11-01-2023,CAM4507,P1016,9785,285
E375P1017,CT375P1017,Video,210,11-01-2023,CAM2150,P1017,9814,356
E375P1018,CT375P1018,Blog,263,11-01-2023,CAM8407,P1018,10217,488
E375P1019,CT375P1019,Video,150,11-01-2023,CAM4084,P1019,9951,488
E375P1020,CT375P1020,Video,166,11-01-2023,CAM1806,P1020,8293,325
E375P1021,CT375P1021,Blog,129,11-01-2023,CAM7764,P1021,9527,293
E375P1022,CT375P1022,Video,210,11-01-2023,CAM7630,P1022,11702,426
E375P1023,CT375P1023,Video,127,11-01-2023,CAM7823,P1023,7145,287
E375P1024,CT375P1024,Video,108,11-01-2023,CAM4627,P1024,5087,240
E375P1025,CT375P1025,Video,128,11-01-2023,CAM9594,P1025,8434,290
E376P1001,CT376P1001,Video,162,12-01-2023,CAM6557,P1001,8682,320
E376P1002,CT376P1002,Social Media,91,12-01-2023,CAM9405,P1002,10541,284
E376P1003,CT376P1003,Social Media,84,12-01-2023,CAM3722,P1003,6466,214
E376P1004,CT376P1004,Video,155,12-01-2023,CAM1614,P1004,6443,275
E376P1005,CT376P1005,Blog,69,12-01-2023,CAM3988,P1005,7640,182
E376P1006,CT376P1006,Social Media,160,12-01-2023,CAM2019,P1006,8542,384
E376P1007,CT376P1007,Social Media,62,12-01-2023,CAM3835,P1007,5992,141
E376P1008,CT376P1008,Social Media,172,12-01-2023,CAM2173,P1008,8300,362
E376P1009,CT376P1009,Blog,202,12-01-2023,CAM8178,P1009,9148,391
E376P1010,CT376P1010,Video,85,12-01-2023,CAM1041,P1010,9318,244
E376P1011,CT376P1011,Social Media,139,12-01-2023,CAM1507,P1011,6869,309
E376P1012,CT376P1012,Social Media,78,12-01-2023,CAM3568,P1012,7926,209
E376P1013,CT376P1013,Blog,202,12-01-2023,CAM9396,P1013,9656,370
E376P1014,CT376P1014,Blog,145,12-01-2023,CAM9585,P1014,8853,261
E376P1015,CT376P1015,Social Media,133,12-01-2023,CAM8577,P1015,9345,404
E376P1016,CT376P1016,Social Media,102,12-01-2023,CAM9231,P1016,4010,184
E376P1017,CT376P1017,Blog,93,12-01-2023,CAM4848,P1017,6663,258
E376P1018,CT376P1018,Social Media,67,12-01-2023,CAM8716,P1018,5634,217
E376P1019,CT376P1019,Blog,116,12-01-2023,CAM2080,P1019,8747,329
E376P1020,CT376P1020,Video,117,12-01-2023,CAM8778,P1020,9220,287
E376P1021,CT376P1021,Blog,102,12-01-2023,CAM2167,P1021,7890,281
E376P1022,CT376P1022,Social Media,82,12-01-2023,CAM1052,P1022,4110,166
E376P1023,CT376P1023,Video,149,12-01-2023,CAM6153,P1023,8404,267
E376P1024,CT376P1024,Video,138,12-01-2023,CAM2897,P1024,10200,268
E376P1025,CT376P1025,Blog,51,12-01-2023,CAM8071,P1025,4631,172
E377P1001,CT377P1001,Social Media,168,13-01-2023,CAM2095,P1001,8902,399
E377P1002,CT377P1002,Video,70,13-01-2023,CAM7649,P1002,8425,217
E377P1003,CT377P1003,Video,65,13-01-2023,CAM7136,P1003,4238,187
E377P1004,CT377P1004,Blog,172,13-01-2023,CAM9360,P1004,8864,337
E377P1005,CT377P1005,Social Media,53,13-01-2023,CAM7341,P1005,5067,145
E377P1006,CT377P1006,Video,117,13-01-2023,CAM5306,P1006,9838,293
E377P1007,CT377P1007,Blog,164,13-01-2023,CAM5396,P1007,9079,395
E377P1008,CT377P1008,Blog,84,13-01-2023,CAM9599,P1008,6315,205
E377P1009,CT377P1009,Social Media,133,13-01-2023,CAM8130,P1009,11073,273
E377P1010,CT377P1010,Social Media,192,13-01-2023,CAM2889,P1010,11617,371
E377P1011,CT377P1011,Social Media,142,13-01-2023,CAM1593,P1011,10648,361
E377P1012,CT377P1012,Blog,88,13-01-2023,CAM7865,P1012,7717,179
E377P1013,CT377P1013,Video,151,13-01-2023,CAM6466,P1013,6867,330
E377P1014,CT377P1014,Blog,66,13-01-2023,CAM4950,P1014,5336,128
E377P1015,CT377P1015,Blog,210,13-01-2023,CAM4412,P1015,9820,376
E377P1016,CT377P1016,Video,81,13-01-2023,CAM4529,P1016,4253,161
E377P1017,CT377P1017,Blog,64,13-01-2023,CAM5500,P1017,4879,198
E377P1018,CT377P1018,Social Media,105,13-01-2023,CAM1500,P1018,8173,244
E377P1019,CT377P1019,Video,62,13-01-2023,CAM8948,P1019,4499,154
E377P1020,CT377P1020,Social Media,86,13-01-2023,CAM4436,P1020,5672,273
E377P1021,CT377P1021,Blog,159,13-01-2023,CAM8242,P1021,9416,286
E377P1022,CT377P1022,Blog,79,13-01-2023,CAM5666,P1022,4925,194
E377P1023,CT377P1023,Video,63,13-01-2023,CAM7220,P1023,5254,142
E377P1024,CT377P1024,Social Media,212,13-01-2023,CAM4305,P1024,10294,393
E377P1025,CT377P1025,Social Media,79,13-01-2023,CAM7275,P1025,5639,234
E378P1001,CT378P1001,Video,87,14-01-2023,CAM8727,P1001,10194,270
E378P1002,CT378P1002,Blog,104,14-01-2023,CAM3165,P1002,8039,239
E378P1003,CT378P1003,Video,76,14-01-2023,CAM1391,P1003,4356,196
E378P1004,CT378P1004,Social Media,106,14-01-2023,CAM5551,P1004,6085,219
E378P1005,CT378P1005,Social Media,117,14-01-2023,CAM3265,P1005,7838,204
E378P1006,CT378P1006,Social Media,173,14-01-2023,CAM5568,P1006,8863,400
E378P1007,CT378P1007,Video,62,14-01-2023,CAM5416,P1007,5537,149
E378P1008,CT378P1008,Social Media,217,14-01-2023,CAM7403,P1008,11057,393
E378P1009,CT378P1009,Video,247,14-01-2023,CAM9490,P1009,11792,544
E378P1010,CT378P1010,Video,146,14-01-2023,CAM3002,P1010,9471,255
E378P1011,CT378P1011,Blog,177,14-01-2023,CAM5674,P1011,10970,447
E378P1012,CT378P1012,Video,98,14-01-2023,CAM5266,P1012,11888,256
E378P1013,CT378P1013,Video,124,14-01-2023,CAM3256,P1013,10025,284
E378P1014,CT378P1014,Blog,101,14-01-2023,CAM8871,P1014,8671,251
E378P1015,CT378P1015,Video,115,14-01-2023,CAM5137,P1015,11249,364
E378P1016,CT378P1016,Video,155,14-01-2023,CAM5542,P1016,9942,445
E378P1017,CT378P1017,Social Media,93,14-01-2023,CAM5025,P1017,4677,157
E378P1018,CT378P1018,Blog,110,14-01-2023,CAM4919,P1018,5574,267
E378P1019,CT378P1019,Blog,211,14-01-2023,CAM4741,P1019,9796,356
E378P1020,CT378P1020,Social Media,152,14-01-2023,CAM2886,P1020,8045,260
E378P1021,CT378P1021,Social Media,76,14-01-2023,CAM9106,P1021,4206,154
E378P1022,CT378P1022,Video,195,14-01-2023,CAM6869,P1022,10205,344
E378P1023,CT378P1023,Social Media,47,14-01-2023,CAM4530,P1023,4346,100
E378P1024,CT378P1024,Video,272,14-01-2023,CAM8403,P1024,11768,457
E378P1025,CT378P1025,Social Media,162,14-01-2023,CAM7462,P1025,10176,414
E379P1001,CT379P1001,Video,96,15-01-2023,CAM2098,P1001,7140,162
E379P1002,CT379P1002,Social Media,144,15-01-2023,CAM8203,P1002,10697,343
E379P1003,CT379P1003,Blog,146,15-01-2023,CAM4710,P1003,10810,349
E379P1004,CT379P1004,Blog,191,15-01-2023,CAM4961,P1004,11255,357
